id,houzui,date,time,evlo,evla,stlo,stla,dist,depmax,mag,az,baz,sn,深度,震级类型,震级大小,节面I,,,节面II,,,P轴,,T轴,,B轴,,矩心深度,矩震级,方法
X1.53011.01.BHZ,25to20,2012-09-07,03:19:53.06,104.05,27.4842,100.064,27.4978,393.894,15740.4,5.6,271.135,89.3037,4.2855,14,MS,5.7,243,57,139,358,57,41,301,0,210,51,31,39,5.2,5.5,KIWI
X1.53012.01.BHZ,25to20,2012-09-07,03:19:53.06,104.05,27.4842,100.024,27.247,399.16,12983.7,5.6,267.147,85.3054,4.30461,14,MS,5.7,243,57,139,358,57,41,301,0,210,51,31,39,5.2,5.5,KIWI
X1.53013.01.BHZ,25to20,2012-09-07,03:19:53.07,104.05,27.4842,99.0588,27.6911,493.311,13912.7,5.6,273.812,91.5117,4.46825,14,MS,5.7,243,57,139,358,57,41,301,0,210,51,31,39,5.2,5.5,KIWI
X1.53014.01.BHZ,25to20,2012-09-07,03:19:53.07,104.05,27.4842,99.087,27.364,490.901,12564.3,5.6,269.584,87.3089,4.46866,14,MS,5.7,243,57,139,358,57,41,301,0,210,51,31,39,5.2,5.5,KIWI
X1.53015.01.BHZ,25to20,2012-09-07,03:19:53.06,104.05,27.4842,99.172,27.097,484.797,10550.0,5.6,266.039,83.8131,4.4732,14,MS,5.7,243,57,139,358,57,41,301,0,210,51,31,39,5.2,5.5,KIWI
X1.53016.01.BHZ,25to20,2012-09-07,03:19:53.07,104.05,27.4842,99.4114,27.6054,458.346,13370.8,5.6,272.745,90.6107,4.44058,14,MS,5.7,243,57,139,358,57,41,301,0,210,51,31,39,5.2,5.5,KIWI
X1.53017.01.BHZ,25to20,2012-09-07,03:19:53.06,104.05,27.4842,98.6083,28.0225,539.741,16920.7,5.6,277.601,95.0788,4.44036,14,MS,5.7,243,57,139,358,57,41,301,0,210,51,31,39,5.2,5.5,KIWI
X1.53019.01.BHZ,25to20,2012-09-07,03:19:53.06,104.05,27.4842,98.8433,27.377,514.919,12210.9,5.6,269.873,87.4855,4.43304,14,MS,5.7,243,57,139,358,57,41,301,0,210,51,31,39,5.2,5.5,KIWI
X1.53020.01.BHZ,25to20,2012-09-07,03:19:53.06,104.05,27.4842,98.8689,27.0278,515.54,10006.5,5.6,265.555,83.1939,4.48908,14,MS,5.7,243,57,139,358,57,41,301,0,210,51,31,39,5.2,5.5,KIWI
X1.53021.01.BHZ,25to20,2012-09-07,03:19:53.07,104.05,27.4842,98.8986,26.6923,518.352,8066.3,5.6,261.429,79.0941,4.47983,14,MS,5.7,243,57,139,358,57,41,301,0,210,51,31,39,5.2,5.5,KIWI
X1.53023.01.BHZ,25to20,2012-09-07,03:19:53.06,104.05,27.4842,99.1532,26.7373,492.532,8128.46,5.6,261.444,79.2228,4.46782,14,MS,5.7,243,57,139,358,57,41,301,0,210,51,31,39,5.2,5.5,KIWI
X1.53025.01.BHZ,25to20,2012-09-07,03:19:53.06,104.05,27.4842,99.4184,26.4633,473.501,8351.21,5.6,257.232,75.1416,4.353,14,MS,5.7,243,57,139,358,57,41,301,0,210,51,31,39,5.2,5.5,KIWI
X1.53027.01.BHZ,25to20,2012-09-07,03:19:53.06,104.05,27.4842,98.8863,26.3578,527.811,7566.81,5.6,257.496,75.1691,4.3856,14,MS,5.7,243,57,139,358,57,41,301,0,210,51,31,39,5.2,5.5,KIWI
X1.53028.01.BHZ,25to20,2012-09-07,03:19:53.07,104.05,27.4842,99.1301,26.2006,509.231,7742.75,5.6,254.899,72.6879,4.55976,14,MS,5.7,243,57,139,358,57,41,301,0,210,51,31,39,5.2,5.5,KIWI
X1.53030.01.BHZ,25to20,2012-09-07,03:19:53.07,104.05,27.4842,100.17,26.36,404.992,9690.36,5.6,252.969,71.2208,4.39845,14,MS,5.7,243,57,139,358,57,41,301,0,210,51,31,39,5.2,5.5,KIWI
X1.53031.01.BHZ,25to20,2012-09-07,03:19:53.06,104.05,27.4842,100.252,26.1294,406.339,11212.5,5.6,249.181,67.4767,4.38347,14,MS,5.7,243,57,139,358,57,41,301,0,210,51,31,39,5.2,5.5,KIWI
X1.53032.01.BHZ,25to20,2012-09-07,03:19:53.06,104.05,27.4842,99.43,26.204,480.569,9285.67,5.6,253.881,71.805,4.47988,14,MS,5.7,243,57,139,358,57,41,301,0,210,51,31,39,5.2,5.5,KIWI
X1.53051.01.BHZ,25to20,2012-09-07,03:19:53.06,104.05,27.4842,100.411,27.4246,359.774,14315.7,5.6,269.783,88.1139,4.46196,14,MS,5.7,243,57,139,358,57,41,301,0,210,51,31,39,5.2,5.5,KIWI
X1.53052.01.BHZ,25to20,2012-09-07,03:19:53.07,104.05,27.4842,100.398,27.1527,363.311,10087.9,5.6,265.033,83.3655,4.43926,14,MS,5.7,243,57,139,358,57,41,301,0,210,51,31,39,5.2,5.5,KIWI
X1.53053.01.BHZ,25to20,2012-09-07,03:19:53.06,104.05,27.4842,100.64,27.7747,338.09,16197.4,5.6,276.249,94.6752,4.56083,14,MS,5.7,243,57,139,358,57,41,301,0,210,51,31,39,5.2,5.5,KIWI
X1.53055.01.BHZ,25to20,2012-09-07,03:19:53.07,104.05,27.4842,100.842,27.2945,318.003,11116.5,5.6,266.945,85.4768,4.2766,14,MS,5.7,243,57,139,358,57,41,301,0,210,51,31,39,5.2,5.5,KIWI
X1.53056.01.BHZ,25to20,2012-09-07,03:19:53.07,104.05,27.4842,100.999,26.9939,307.031,10506.7,5.6,260.505,79.1159,4.36288,14,MS,5.7,243,57,139,358,57,41,301,0,210,51,31,39,5.2,5.5,KIWI
X1.53057.01.BHZ,25to20,2012-09-07,03:19:53.06,104.05,27.4842,100.48,26.7524,363.104,8402.84,5.6,257.91,76.2912,4.50325,14,MS,5.7,243,57,139,358,57,41,301,0,210,51,31,39,5.2,5.5,KIWI
X1.53058.01.BHZ,25to20,2012-09-07,03:19:53.07,104.05,27.4842,100.493,26.5426,368.096,9547.22,5.6,254.344,72.7367,4.5247,14,MS,5.7,243,57,139,358,57,41,301,0,210,51,31,39,5.2,5.5,KIWI
X1.53059.01.BHZ,25to20,2012-09-07,03:19:53.06,104.05,27.4842,100.596,26.2944,367.604,10200.1,5.6,249.769,68.2144,4.50833,14,MS,5.7,243,57,139,358,57,41,301,0,210,51,31,39,5.2,5.5,KIWI
X1.53060.01.BHZ,25to20,2012-09-07,03:19:53.07,104.05,27.4842,101.028,26.4411,321.517,11633.4,5.6,249.619,68.2558,4.34539,14,MS,5.7,243,57,139,358,57,41,301,0,210,51,31,39,5.2,5.5,KIWI
X1.53144.01.BHZ,25to20,2012-09-07,03:19:53.07,104.05,27.4842,101.19,26.3549,310.406,10469.2,5.6,246.877,65.5886,4.26599,14,MS,5.7,243,57,139,358,57,41,301,0,210,51,31,39,5.2,5.5,KIWI
X1.53146.01.BHZ,25to20,2012-09-07,03:19:53.07,104.05,27.4842,101.654,26.0612,285.728,10931.6,5.6,237.051,55.9777,4.43305,14,MS,5.7,243,57,139,358,57,41,301,0,210,51,31,39,5.2,5.5,KIWI
X1.51048.01.BHZ,25to20,2012-09-07,03:58:12.27,104.103,27.5933,100.298,29.0377,406.034,430.37,4.8,294.107,112.31,3.13977,9,MS,4.4,355,69,85,189,22,103,89,24,256,66,357,5,,,CAP
X1.51051.02.BHZ,25to20,2012-09-07,03:58:12.28,104.103,27.5933,101.637,28.3048,255.147,357.011,4.8,288.572,107.423,3.24752,9,MS,4.4,355,69,85,189,22,103,89,24,256,66,357,5,,,CAP
X1.51054.01.BHZ,25to20,2012-09-07,03:58:12.27,104.103,27.5933,100.732,27.8002,333.252,316.976,4.8,274.723,93.1644,2.91362,9,MS,4.4,355,69,85,189,22,103,89,24,256,66,357,5,,,CAP
X1.53001.01.BHZ,25to20,2012-09-07,03:58:12.27,104.103,27.5933,98.6124,29.0273,561.366,514.206,4.8,287.727,105.135,3.0359,9,MS,4.4,355,69,85,189,22,103,89,24,256,66,357,5,,,CAP
X1.53002.01.BHZ,25to20,2012-09-07,03:58:12.28,104.103,27.5933,99.0228,28.9519,520.588,241.304,4.8,287.996,105.601,3.37883,9,MS,4.4,355,69,85,189,22,103,89,24,256,66,357,5,,,CAP
X1.53025.01.BHZ,25to20,2012-09-07,03:58:12.27,104.103,27.5933,99.4184,26.4633,481.345,245.717,4.8,255.991,73.873,3.06358,9,MS,4.4,355,69,85,189,22,103,89,24,256,66,357,5,,,CAP
X1.53031.01.BHZ,25to20,2012-09-07,03:58:12.27,104.103,27.5933,100.252,26.1294,415.588,375.04,4.8,247.903,66.1716,3.39668,9,MS,4.4,355,69,85,189,22,103,89,24,256,66,357,5,,,CAP
X1.53059.01.BHZ,25to20,2012-09-07,03:58:12.27,104.103,27.5933,100.596,26.2944,376.769,343.3,4.8,248.342,66.7607,3.14753,9,MS,4.4,355,69,85,189,22,103,89,24,256,66,357,5,,,CAP
X1.51046.01.BHZ,25to20,2012-09-07,04:16:43.08,104.134,27.5177,99.2872,28.8089,497.025,4821.15,5.3,287.859,105.582,4.56057,14,MS,5.6,237,47,151,348,69,47,108,13,212,47,6,40,6.3,5.3,KIWI
X1.51048.01.BHZ,25to20,2012-09-07,04:16:43.08,104.134,27.5177,100.298,29.0377,412.346,6857.09,5.3,295.006,113.197,4.34776,14,MS,5.6,237,47,151,348,69,47,108,13,212,47,6,40,6.3,5.3,KIWI
X1.51051.02.BHZ,25to20,2012-09-07,04:16:43.09,104.134,27.5177,101.637,28.3048,260.858,8317.93,5.3,290.113,108.95,4.40152,14,MS,5.6,237,47,151,348,69,47,108,13,212,47,6,40,6.3,5.3,KIWI
X1.51052.01.BHZ,25to20,2012-09-07,04:16:43.08,104.134,27.5177,99.255,28.4178,490.276,5668.39,5.3,282.87,100.592,4.58384,14,MS,5.6,237,47,151,348,69,47,108,13,212,47,6,40,6.3,5.3,KIWI
X1.51054.01.BHZ,25to20,2012-09-07,04:16:43.08,104.134,27.5177,100.732,27.8002,337.141,6972.61,5.3,276.112,94.5404,4.50295,14,MS,5.6,237,47,151,348,69,47,108,13,212,47,6,40,6.3,5.3,KIWI
X1.51055.01.BHZ,25to20,2012-09-07,04:16:43.09,104.134,27.5177,100.85,28.1583,331.246,7170.56,5.3,283.134,101.608,4.41499,14,MS,5.6,237,47,151,348,69,47,108,13,212,47,6,40,6.3,5.3,KIWI
X1.51057.01.BHZ,25to20,2012-09-07,04:16:43.09,104.134,27.5177,101.468,27.7561,264.465,8966.07,5.3,276.347,95.1165,4.44298,14,MS,5.6,237,47,151,348,69,47,108,13,212,47,6,40,6.3,5.3,KIWI
X1.51059.01.BHZ,25to20,2012-09-07,04:16:43.09,104.134,27.5177,101.877,27.2117,225.839,7892.32,5.3,261.882,80.8502,4.47996,14,MS,5.6,237,47,151,348,69,47,108,13,212,47,6,40,6.3,5.3,KIWI
X1.51060.01.BHZ,25to20,2012-09-07,04:16:43.08,104.134,27.5177,99.3555,29.0113,497.189,4757.99,5.3,290.559,108.307,4.59489,14,MS,5.6,237,47,151,348,69,47,108,13,212,47,6,40,6.3,5.3,KIWI
X1.53001.01.BHZ,25to20,2012-09-07,04:16:43.08,104.134,27.5177,98.6124,29.0273,566.926,5319.74,5.3,288.45,105.846,4.47632,14,MS,5.6,237,47,151,348,69,47,108,13,212,47,6,40,6.3,5.3,KIWI
X1.53002.01.BHZ,25to20,2012-09-07,04:16:43.09,104.134,27.5177,99.0228,28.9519,526.184,2841.88,5.3,288.772,106.365,4.51725,14,MS,5.6,237,47,151,348,69,47,108,13,212,47,6,40,6.3,5.3,KIWI
X1.53003.01.BHZ,25to20,2012-09-07,04:16:43.09,104.134,27.5177,98.685,28.7346,552.023,5332.61,5.3,285.407,102.85,4.49392,14,MS,5.6,237,47,151,348,69,47,108,13,212,47,6,40,6.3,5.3,KIWI
X1.53004.01.BHZ,25to20,2012-09-07,04:16:43.08,104.134,27.5177,98.9106,28.4908,524.921,4733.43,5.3,283.066,100.625,4.49002,14,MS,5.6,237,47,151,348,69,47,108,13,212,47,6,40,6.3,5.3,KIWI
X1.53005.01.BHZ,25to20,2012-09-07,04:16:43.09,104.134,27.5177,98.9073,28.0673,518.647,5915.89,5.3,277.951,95.5257,4.52886,14,MS,5.6,237,47,151,348,69,47,108,13,212,47,6,40,6.3,5.3,KIWI
X1.53006.01.BHZ,25to20,2012-09-07,04:16:43.09,104.134,27.5177,99.293,28.249,483.497,5500.39,5.3,280.769,98.5161,4.54722,14,MS,5.6,237,47,151,348,69,47,108,13,212,47,6,40,6.3,5.3,KIWI
X1.53007.01.BHZ,25to20,2012-09-07,04:16:43.08,104.134,27.5177,99.6839,28.5757,452.946,5892.89,5.3,286.035,103.952,4.40898,14,MS,5.6,237,47,151,348,69,47,108,13,212,47,6,40,6.3,5.3,KIWI
X1.53008.01.BHZ,25to20,2012-09-07,04:16:43.09,104.134,27.5177,99.4916,28.0261,461.03,6018.72,5.3,278.091,95.9385,4.42024,14,MS,5.6,237,47,151,348,69,47,108,13,212,47,6,40,6.3,5.3,KIWI
X1.53009.01.BHZ,25to20,2012-09-07,04:16:43.08,104.134,27.5177,99.7434,28.1529,438.198,6344.48,5.3,280.259,98.2187,4.30405,14,MS,5.6,237,47,151,348,69,47,108,13,212,47,6,40,6.3,5.3,KIWI
X1.53010.01.BHZ,25to20,2012-09-07,04:16:43.08,104.134,27.5177,100.207,27.7992,388.726,6685.02,5.3,275.508,93.6938,4.43234,14,MS,5.6,237,47,151,348,69,47,108,13,212,47,6,40,6.3,5.3,KIWI
X1.53011.01.BHZ,25to20,2012-09-07,04:16:43.08,104.134,27.5177,100.064,27.4978,402.136,6694.1,5.3,270.621,88.7507,4.4094,14,MS,5.6,237,47,151,348,69,47,108,13,212,47,6,40,6.3,5.3,KIWI
X1.53012.01.BHZ,25to20,2012-09-07,04:16:43.08,104.134,27.5177,100.024,27.247,407.646,6543.02,5.3,266.723,84.8417,4.44911,14,MS,5.6,237,47,151,348,69,47,108,13,212,47,6,40,6.3,5.3,KIWI
X1.53013.01.BHZ,25to20,2012-09-07,04:16:43.09,104.134,27.5177,99.0588,27.6911,501.362,5257.82,5.3,273.365,91.0246,4.61057,14,MS,5.6,237,47,151,348,69,47,108,13,212,47,6,40,6.3,5.3,KIWI
X1.53014.01.BHZ,25to20,2012-09-07,04:16:43.09,104.134,27.5177,99.087,27.364,499.239,5352.73,5.3,269.204,86.889,4.55618,14,MS,5.6,237,47,151,348,69,47,108,13,212,47,6,40,6.3,5.3,KIWI
X1.53015.01.BHZ,25to20,2012-09-07,04:16:43.08,104.134,27.5177,99.172,27.097,493.342,5300.41,5.3,265.714,83.4489,4.49058,14,MS,5.6,237,47,151,348,69,47,108,13,212,47,6,40,6.3,5.3,KIWI
X1.53016.01.BHZ,25to20,2012-09-07,04:16:43.09,104.134,27.5177,99.4114,27.6054,466.475,5296.99,5.3,272.28,90.1057,4.44374,14,MS,5.6,237,47,151,348,69,47,108,13,212,47,6,40,6.3,5.3,KIWI
X1.53017.01.BHZ,25to20,2012-09-07,04:16:43.08,104.134,27.5177,98.6083,28.0225,547.496,6087.88,5.3,277.141,94.578,4.45554,14,MS,5.6,237,47,151,348,69,47,108,13,212,47,6,40,6.3,5.3,KIWI
X1.53019.01.BHZ,25to20,2012-09-07,04:16:43.08,104.134,27.5177,98.8433,27.377,523.239,5431.17,5.3,269.507,87.0803,4.4748,14,MS,5.6,237,47,151,348,69,47,108,13,212,47,6,40,6.3,5.3,KIWI
X1.53020.01.BHZ,25to20,2012-09-07,04:16:43.08,104.134,27.5177,98.8689,27.0278,524.11,5233.22,5.3,265.26,82.8589,4.49956,14,MS,5.6,237,47,151,348,69,47,108,13,212,47,6,40,6.3,5.3,KIWI
X1.53021.01.BHZ,25to20,2012-09-07,04:16:43.09,104.134,27.5177,98.8986,26.6923,527.117,5276.41,5.3,261.203,78.8289,4.49871,14,MS,5.6,237,47,151,348,69,47,108,13,212,47,6,40,6.3,5.3,KIWI
X1.53023.01.BHZ,25to20,2012-09-07,04:16:43.08,104.134,27.5177,99.1532,26.7373,501.297,5430.64,5.3,261.204,78.9438,4.54356,14,MS,5.6,237,47,151,348,69,47,108,13,212,47,6,40,6.3,5.3,KIWI
X1.53025.01.BHZ,25to20,2012-09-07,04:16:43.08,104.134,27.5177,99.4184,26.4633,482.419,5345.0,5.3,257.059,74.9289,4.48565,14,MS,5.6,237,47,151,348,69,47,108,13,212,47,6,40,6.3,5.3,KIWI
X1.53027.01.BHZ,25to20,2012-09-07,04:16:43.08,104.134,27.5177,98.8863,26.3578,536.72,5002.15,5.3,257.34,74.9735,4.47972,14,MS,5.6,237,47,151,348,69,47,108,13,212,47,6,40,6.3,5.3,KIWI
X1.53028.01.BHZ,25to20,2012-09-07,04:16:43.09,104.134,27.5177,99.1301,26.2006,518.213,5211.29,5.3,254.78,72.5302,4.49889,14,MS,5.6,237,47,151,348,69,47,108,13,212,47,6,40,6.3,5.3,KIWI
X1.53030.01.BHZ,25to20,2012-09-07,04:16:43.09,104.134,27.5177,100.17,26.36,414.016,6315.95,5.3,252.853,71.0655,4.45368,14,MS,5.6,237,47,151,348,69,47,108,13,212,47,6,40,6.3,5.3,KIWI
X1.53031.01.BHZ,25to20,2012-09-07,04:16:43.08,104.134,27.5177,100.252,26.1294,415.417,7146.38,5.3,249.148,67.4046,4.4402,14,MS,5.6,237,47,151,348,69,47,108,13,212,47,6,40,6.3,5.3,KIWI
X1.53032.01.BHZ,25to20,2012-09-07,04:16:43.08,104.134,27.5177,99.43,26.204,489.575,5905.83,5.3,253.772,71.6568,4.50874,14,MS,5.6,237,47,151,348,69,47,108,13,212,47,6,40,6.3,5.3,KIWI
X1.53051.01.BHZ,25to20,2012-09-07,04:16:43.08,104.134,27.5177,100.411,27.4246,368.105,6512.41,5.3,269.249,87.5402,4.57753,14,MS,5.6,237,47,151,348,69,47,108,13,212,47,6,40,6.3,5.3,KIWI
X1.53052.01.BHZ,25to20,2012-09-07,04:16:43.09,104.134,27.5177,100.398,27.1527,371.912,5933.75,5.3,264.613,82.9057,4.58392,14,MS,5.6,237,47,151,348,69,47,108,13,212,47,6,40,6.3,5.3,KIWI
X1.53053.01.BHZ,25to20,2012-09-07,04:16:43.08,104.134,27.5177,100.64,27.7747,345.966,6522.69,5.3,275.527,93.9136,4.57044,14,MS,5.6,237,47,151,348,69,47,108,13,212,47,6,40,6.3,5.3,KIWI
X1.53055.01.BHZ,25to20,2012-09-07,04:16:43.09,104.134,27.5177,100.842,27.2945,326.504,6749.81,5.3,266.411,84.9032,4.34955,14,MS,5.6,237,47,151,348,69,47,108,13,212,47,6,40,6.3,5.3,KIWI
X1.53056.01.BHZ,25to20,2012-09-07,04:16:43.08,104.134,27.5177,100.999,26.9939,315.837,6738.35,5.3,260.128,78.6994,4.44183,14,MS,5.6,237,47,151,348,69,47,108,13,212,47,6,40,6.3,5.3,KIWI
X1.53057.01.BHZ,25to20,2012-09-07,04:16:43.08,104.134,27.5177,100.48,26.7524,372.001,5370.98,5.3,257.657,75.9993,4.56508,14,MS,5.6,237,47,151,348,69,47,108,13,212,47,6,40,6.3,5.3,KIWI
X1.53058.01.BHZ,25to20,2012-09-07,04:16:43.09,104.134,27.5177,100.493,26.5426,377.092,6270.99,5.3,254.18,72.5333,4.52558,14,MS,5.6,237,47,151,348,69,47,108,13,212,47,6,40,6.3,5.3,KIWI
X1.53059.01.BHZ,25to20,2012-09-07,04:16:43.08,104.134,27.5177,100.596,26.2944,376.676,7100.26,5.3,249.714,68.1206,4.54035,14,MS,5.6,237,47,151,348,69,47,108,13,212,47,6,40,6.3,5.3,KIWI
X1.53060.01.BHZ,25to20,2012-09-07,04:16:43.09,104.134,27.5177,101.028,26.4411,330.591,7852.45,5.3,249.555,68.1531,4.41088,14,MS,5.6,237,47,151,348,69,47,108,13,212,47,6,40,6.3,5.3,KIWI
X1.53144.01.BHZ,25to20,2012-09-07,04:16:43.09,104.134,27.5177,101.19,26.3549,319.497,7144.65,5.3,246.887,65.5604,4.39921,14,MS,5.6,237,47,151,348,69,47,108,13,212,47,6,40,6.3,5.3,KIWI
X1.53146.01.BHZ,25to20,2012-09-07,04:16:43.09,104.134,27.5177,101.654,26.0612,294.716,7656.59,5.3,237.361,56.2492,4.44309,14,MS,5.6,237,47,151,348,69,47,108,13,212,47,6,40,6.3,5.3,KIWI
X1.51059.01.BHZ,25to20,2012-09-07,05:12:56.92,104.077,27.5777,101.877,27.2117,221.28,141.878,4.7,259.944,78.9372,3.77827,14,MS,4.4,100,85,168,191,78,5,146,5,55,12,258,77,,,CAP
X1.51051.02.BHZ,25to20,2012-09-07,05:12:56.92,104.077,27.5777,101.637,28.3048,253.276,178.493,4.7,289.116,107.978,3.92098,14,MS,4.4,100,85,168,191,78,5,146,5,55,12,258,77,,,CAP
X1.51057.01.BHZ,25to20,2012-09-07,05:12:56.92,104.077,27.5777,101.468,27.7561,258.155,179.166,4.7,274.994,93.7885,4.17606,14,MS,4.4,100,85,168,191,78,5,146,5,55,12,258,77,,,CAP
X1.53146.01.BHZ,25to20,2012-09-07,05:12:56.92,104.077,27.5777,101.654,26.0612,293.649,332.207,4.7,235.646,54.5582,4.24074,14,MS,4.4,100,85,168,191,78,5,146,5,55,12,258,77,,,CAP
X1.53056.01.BHZ,25to20,2012-09-07,05:12:56.91,104.077,27.5777,100.999,26.9939,311.473,172.284,4.7,258.718,77.3144,4.14865,14,MS,4.4,100,85,168,191,78,5,146,5,55,12,258,77,,,CAP
X1.53144.01.BHZ,25to20,2012-09-07,05:12:56.92,104.077,27.5777,101.19,26.3549,316.994,156.623,4.7,245.353,64.0512,4.33374,14,MS,4.4,100,85,168,191,78,5,146,5,55,12,258,77,,,CAP
X1.53055.01.BHZ,25to20,2012-09-07,05:12:56.92,104.077,27.5777,100.842,27.2945,321.329,116.52,4.7,265.139,83.6557,3.8868,14,MS,4.4,100,85,168,191,78,5,146,5,55,12,258,77,,,CAP
X1.51055.01.BHZ,25to20,2012-09-07,05:12:56.92,104.077,27.5777,100.85,28.1583,324.246,155.15,4.7,282.192,100.691,3.92986,14,MS,4.4,100,85,168,191,78,5,146,5,55,12,258,77,,,CAP
X1.53060.01.BHZ,25to20,2012-09-07,05:12:56.92,104.077,27.5777,101.028,26.4411,327.695,175.247,4.7,248.093,66.7161,3.89553,14,MS,4.4,100,85,168,191,78,5,146,5,55,12,258,77,,,CAP
X1.53053.01.BHZ,25to20,2012-09-07,05:12:56.91,104.077,27.5777,100.64,27.7747,339.728,116.197,4.7,274.477,92.889,3.655,14,MS,4.4,100,85,168,191,78,5,146,5,55,12,258,77,,,CAP
X1.53051.01.BHZ,25to20,2012-09-07,05:12:56.91,104.077,27.5777,100.411,27.4246,362.577,112.782,4.7,268.161,86.4771,3.57579,14,MS,4.4,100,85,168,191,78,5,146,5,55,12,258,77,,,CAP
X1.53052.01.BHZ,25to20,2012-09-07,05:12:56.92,104.077,27.5777,100.398,27.1527,366.953,144.111,4.7,263.47,81.7881,3.83279,14,MS,4.4,100,85,168,191,78,5,146,5,55,12,258,77,,,CAP
X1.53057.01.BHZ,25to20,2012-09-07,05:12:56.91,104.077,27.5777,100.48,26.7524,367.956,185.451,4.7,256.432,74.7979,4.08589,14,MS,4.4,100,85,168,191,78,5,146,5,55,12,258,77,,,CAP
X1.53058.01.BHZ,25to20,2012-09-07,05:12:56.92,104.077,27.5777,100.493,26.5426,373.526,203.491,4.7,252.936,71.3137,4.19877,14,MS,4.4,100,85,168,191,78,5,146,5,55,12,258,77,,,CAP
X1.53059.01.BHZ,25to20,2012-09-07,05:12:56.91,104.077,27.5777,100.596,26.2944,373.745,215.778,4.7,248.431,66.8618,4.13698,14,MS,4.4,100,85,168,191,78,5,146,5,55,12,258,77,,,CAP
X1.53010.01.BHZ,25to20,2012-09-07,05:12:56.91,104.077,27.5777,100.207,27.7992,382.484,117.072,4.7,274.572,92.7833,3.88056,14,MS,4.4,100,85,168,191,78,5,146,5,55,12,258,77,,,CAP
X1.53011.01.BHZ,25to20,2012-09-07,05:12:56.91,104.077,27.5777,100.064,27.4978,396.441,95.5668,4.7,269.644,87.7979,3.1027,14,MS,4.4,100,85,168,191,78,5,146,5,55,12,258,77,,,CAP
X1.51048.01.BHZ,25to20,2012-09-07,05:12:56.91,104.077,27.5777,100.298,29.0377,404.406,206.121,4.7,294.466,112.683,3.85941,14,MS,4.4,100,85,168,191,78,5,146,5,55,12,258,77,,,CAP
X1.53030.01.BHZ,25to20,2012-09-07,05:12:56.92,104.077,27.5777,100.17,26.36,410.629,161.326,4.7,251.707,69.9444,3.99963,14,MS,4.4,100,85,168,191,78,5,146,5,55,12,258,77,,,CAP
X1.53031.01.BHZ,25to20,2012-09-07,05:12:56.91,104.077,27.5777,100.252,26.1294,412.559,187.962,4.7,247.979,66.2599,3.53471,14,MS,4.4,100,85,168,191,78,5,146,5,55,12,258,77,,,CAP
X1.53009.01.BHZ,25to20,2012-09-07,05:12:56.91,104.077,27.5777,99.7434,28.1529,431.461,141.154,4.7,279.499,97.4835,3.93432,14,MS,4.4,100,85,168,191,78,5,146,5,55,12,258,77,,,CAP
X1.53007.01.BHZ,25to20,2012-09-07,05:12:56.91,104.077,27.5777,99.6839,28.5757,445.677,181.42,4.7,285.389,103.332,4.2001,14,MS,4.4,100,85,168,191,78,5,146,5,55,12,258,77,,,CAP
X1.53008.01.BHZ,25to20,2012-09-07,05:12:56.92,104.077,27.5777,99.4916,28.0261,454.509,125.601,4.7,277.337,95.2087,3.92711,14,MS,4.4,100,85,168,191,78,5,146,5,55,12,258,77,,,CAP
X1.53016.01.BHZ,25to20,2012-09-07,05:12:56.92,104.077,27.5777,99.4114,27.6054,460.581,140.151,4.7,271.457,89.3065,4.08974,14,MS,4.4,100,85,168,191,78,5,146,5,55,12,258,77,,,CAP
X1.53006.01.BHZ,25to20,2012-09-07,05:12:56.92,104.077,27.5777,99.293,28.249,476.707,70.5271,4.7,280.086,97.8578,3.67522,14,MS,4.4,100,85,168,191,78,5,146,5,55,12,258,77,,,CAP
X1.53025.01.BHZ,25to20,2012-09-07,05:12:56.91,104.077,27.5777,99.4184,26.4633,478.436,134.75,4.7,256.106,73.9995,4.24426,14,MS,4.4,100,85,168,191,78,5,146,5,55,12,258,77,,,CAP
X1.51052.01.BHZ,25to20,2012-09-07,05:12:56.91,104.077,27.5777,99.255,28.4178,483.287,146.263,4.7,282.226,99.9731,3.94227,14,MS,4.4,100,85,168,191,78,5,146,5,55,12,258,77,,,CAP
X1.53032.01.BHZ,25to20,2012-09-07,05:12:56.91,104.077,27.5777,99.43,26.204,486.046,166.137,4.7,252.808,70.7161,3.84217,14,MS,4.4,100,85,168,191,78,5,146,5,55,12,258,77,,,CAP
X1.53015.01.BHZ,25to20,2012-09-07,05:12:56.91,104.077,27.5777,99.172,27.097,488.227,115.853,4.7,264.862,82.62,3.73482,14,MS,4.4,100,85,168,191,78,5,146,5,55,12,258,77,,,CAP
X1.51060.01.BHZ,25to20,2012-09-07,05:12:56.91,104.077,27.5777,99.3555,29.0113,489.555,199.586,4.7,290.039,107.811,4.0239,14,MS,4.4,100,85,168,191,78,5,146,5,55,12,258,77,,,CAP
X1.51046.01.BHZ,25to20,2012-09-07,05:12:56.91,104.077,27.5777,99.2872,28.8089,489.602,192.204,4.7,287.297,105.045,4.21232,14,MS,4.4,100,85,168,191,78,5,146,5,55,12,258,77,,,CAP
X1.53013.01.BHZ,25to20,2012-09-07,05:12:56.92,104.077,27.5777,99.0588,27.6911,495.343,142.037,4.7,272.611,90.2945,3.70324,14,MS,4.4,100,85,168,191,78,5,146,5,55,12,258,77,,,CAP
